title,ingr_full,quant,units,ingr,category,subcategory
vanilla-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
vanilla-french-toast,2 tablespoons sugar,2.0,tablespoons,sugar,sugar,
vanilla-french-toast,1 tablespoon spice islands\xae pure vanilla extract,1.0,tablespoons,vanilla,flavor,spice
vanilla-french-toast,1/4 teaspoon ground cinnamon,0.25,teaspoons,cinnamon,flavor,spice
vanilla-french-toast,1 tablespoon butter,1.0,tablespoons,butter,fat,
vanilla-french-toast,6 slices bread,6.0,slices,bread,bread,
brunch-baked-french-toast,"3 eggs, beaten",3.0,,eggs,eggs,
brunch-baked-french-toast,1 cup milk,1.0,cups,milk,milkcream,
brunch-baked-french-toast,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
brunch-baked-french-toast,"1/2 cup butter, softened",0.5,cups,butter,fat,
brunch-baked-french-toast,2/3 cup brown sugar,0.67,cups,brown sugar,sugar,
brunch-baked-french-toast,"1 (16 ounce) loaf french bread, cut into 1-inch slices",16.0,slices,french bread,bread,
brunch-baked-french-toast,"2 teaspoons ground cinnamon, or to taste",2.0,teaspoons,cinnamon,flavor,spice
french-toast-apple-cobbler,1 (21 ounce) can lucky leaf\xae premium apple fruit filling,21.0,ounces,fruit filling,spread,
french-toast-apple-cobbler,1/4 cup golden raisins or dried cranberries,0.25,cups,raisins,fruit dried,
french-toast-apple-cobbler,2 tablespoons lemon juice,2.0,tablespoons,lemon juice,flavor,liquid
french-toast-apple-cobbler,3/4 teaspoon ground cinnamon,0.75,teaspoons,cinnamon,flavor,spice
french-toast-apple-cobbler,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
french-toast-apple-cobbler,3 eggs,3.0,,eggs,eggs,
french-toast-apple-cobbler,1/2 cup milk,0.5,cups,milk,milkcream,
french-toast-apple-cobbler,1/4 cup sugar,0.25,cups,sugar,sugar,
french-toast-apple-cobbler,6 (1 inch) thick slices brioche or challah,6.0,slices,brioche,bread,
chocolate-banana-french-toast,5 eggs,5.0,,eggs,eggs,
chocolate-banana-french-toast,2/3 cup chocolate milk,0.67,cups,chocolate milk,milkcream,
chocolate-banana-french-toast,"2 ripe bananas, well mashed",2.0,ripe,bananas,fruit,
chocolate-banana-french-toast,"10 slices bread, butter or cooking oil, sliced bananas and strawberries (optional), maple syrup, chocolate syrup, and/or jam",10.0,slices,ERROR MULTI INGR,,
praline-pecan-french-toast,6 eggs,6.0,,eggs,eggs,
praline-pecan-french-toast,1 1/2 cups half-and-half,0.5,cups,half and half,milkcream,
praline-pecan-french-toast,1 tablespoon brown sugar,1.0,tablespoons,brown sugar,sugar,
praline-pecan-french-toast,2 teaspoons vanilla extract,2.0,teaspoons,vanilla,flavor,spice
praline-pecan-french-toast,"1 (12 ounce) loaf french bread, sliced 1-inch thick",12.0,ounces,french bread,bread,
praline-pecan-french-toast,1 tablespoon butter,1.0,tablespoons,butter,fat,
praline-pecan-french-toast,3/4 cup firmly packed brown sugar,0.75,cups,brown sugar,sugar,
praline-pecan-french-toast,1/2 cup maple syrup,0.5,cups,syrup,syrup,
praline-pecan-french-toast,3/4 cup chopped toasted pecans,0.75,cups,pecans,nut,
strawberry-cream-cheese-french-toast,"12 slices home-style white bread, cut into 1-inch cubes, divided",12.0,slices,white bread,bread,
strawberry-cream-cheese-french-toast,"2 (8 ounce) packages cold cream cheese, cut into 1-inch cubes",16.0,ounces,,,
strawberry-cream-cheese-french-toast,1 1/2 cups sliced fresh strawberries,0.5,cups,strawberries,fruit,
strawberry-cream-cheese-french-toast,2 cups half-and-half,2.0,cups,half and half,milkcream,
strawberry-cream-cheese-french-toast,12 large eggs,12.0,large,eggs,eggs,
strawberry-cream-cheese-french-toast,"1/3 cup pure maple syrup, sauce:",0.33,cups,syrup,syrup,
strawberry-cream-cheese-french-toast,1 cup white sugar,1.0,cups,sugar,sugar,
strawberry-cream-cheese-french-toast,1 cup water,1.0,cups,water,other,
strawberry-cream-cheese-french-toast,2 tablespoons cornstarch,2.0,tablespoons,cornstarch,other,
strawberry-cream-cheese-french-toast,1 cup sliced fresh strawberries,1.0,cups,strawberries,fruit,
strawberry-cream-cheese-french-toast,1 tablespoon butter,1.0,tablespoons,butter,fat,
praline-pecan-french-toast,1 1/2 cups half-and-half,0.5,cups,half and half,milkcream,
praline-pecan-french-toast,8 eggs,8.0,,eggs,eggs,
praline-pecan-french-toast,2 tablespoons vanilla extract,2.0,tablespoons,vanilla,flavor,spice
praline-pecan-french-toast,1 tablespoon dark brown sugar,1.0,tablespoons,brown sugar,sugar,
praline-pecan-french-toast,8 slices french bread,8.0,slices,french bread,bread,
praline-pecan-french-toast,"1/4 cup butter, or more as needed",0.25,cups,butter,fat,
praline-pecan-french-toast,3/4 cup brown sugar,0.75,cups,brown sugar,sugar,
praline-pecan-french-toast,1/2 cup maple syrup,0.5,cups,syrup,syrup,
praline-pecan-french-toast,3/4 cup chopped pecans,0.75,cups,pecans,nut,
praline-pecan-french-toast,"2 tablespoons confectioners sugar, or more to taste",2.0,tablespoons,confectioners sugar,sugar,
baked-cinnamon-apple-french-toast,cooking spray,,,cooking spray,fat,
baked-cinnamon-apple-french-toast,1 cup light brown sugar,1.0,cups,brown sugar,sugar,
baked-cinnamon-apple-french-toast,"1/2 cup light butter, melted",0.5,cups,butter,fat,
baked-cinnamon-apple-french-toast,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
baked-cinnamon-apple-french-toast,"3 granny smith apples - peeled, cored, and thinly sliced",3.0,,apples,fruit,
baked-cinnamon-apple-french-toast,1/2 cup dried cranberries,0.5,cups,raisins,fruit dried,
baked-cinnamon-apple-french-toast,1/2 cup chopped pecans,0.5,cups,pecans,nut,
baked-cinnamon-apple-french-toast,"1 loaf italian bread, cut into 1/2-inch slices",0.5,slices,italian bread,bread,
baked-cinnamon-apple-french-toast,1 1/2 cups egg substitute,0.5,cups,egg substitute,eggs,
baked-cinnamon-apple-french-toast,1 1/2 cups skim milk,0.5,cups,skim milk,milkcream,
baked-cinnamon-apple-french-toast,1 tablespoon vanilla extract,1.0,tablespoons,vanilla,flavor,spice
baked-cinnamon-apple-french-toast,2 teaspoons ground cinnamon,2.0,teaspoons,cinnamon,flavor,spice
pineapple-stuffed-french-toast,"1 cup chopped fresh pineapple, drained",1.0,cups,pineapple,fruit,
pineapple-stuffed-french-toast,"1 1/2 teaspoons ground cinnamon, divided",0.5,teaspoons,cinnamon,flavor,spice
pineapple-stuffed-french-toast,4 slices good bread,4.0,slices,bread,bread,
pineapple-stuffed-french-toast,2 tablespoons cream cheese,2.0,tablespoons,cream cheese,dairy,cheese
pineapple-stuffed-french-toast,1 cup whole milk,1.0,cups,milk,milkcream,
pineapple-stuffed-french-toast,1 egg,1.0,,eggs,eggs,
pineapple-stuffed-french-toast,2 tablespoons white sugar,2.0,tablespoons,sugar,sugar,
pineapple-stuffed-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
pineapple-stuffed-french-toast,1 tablespoon butter,1.0,tablespoons,butter,fat,
pineapple-stuffed-french-toast,"2 tablespoons hot fudge sauce, or to taste",2.0,tablespoons,hot fudge,spread,
crunchy-baked-french-toast,2 eggs,2.0,,eggs,eggs,
crunchy-baked-french-toast,1/4 cup milk,0.25,cups,milk,milkcream,
crunchy-baked-french-toast,1 tablespoon white sugar,1.0,tablespoons,sugar,sugar,
crunchy-baked-french-toast,1 1/2 teaspoons vanilla extract,0.5,teaspoons,vanilla,flavor,spice
crunchy-baked-french-toast,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
crunchy-baked-french-toast,"2 cups corn flakes cereal, crushed",2.0,cups,cornflakes cereal,cereal,
crunchy-baked-french-toast,"4 slices bread, toasted",4.0,slices,bread,bread,
french-toast-cups-topped-with-nutella,3 eggs,3.0,,eggs,eggs,
french-toast-cups-topped-with-nutella,3/4 cup low fat milk (2% or less m. f.),0.75,cups,milk,milkcream,
french-toast-cups-topped-with-nutella,1 teaspoon pure vanilla extract,1.0,teaspoons,vanilla,flavor,spice
french-toast-cups-topped-with-nutella,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
french-toast-cups-topped-with-nutella,6 slices whole grain bread,6.0,slices,bread,bread,
french-toast-cups-topped-with-nutella,1/3 cup plain low fat greek yogurt (2% or less m.f.),0.33,cups,yogurt,dairy,yogurt
french-toast-cups-topped-with-nutella,1 teaspoon granulated sugar,1.0,teaspoons,sugar,sugar,
french-toast-cups-topped-with-nutella,1/4 teaspoon orange zest,0.25,teaspoons,orange zest,flavor,zest
french-toast-cups-topped-with-nutella,1/3 cup nutella\xae,0.33,cups,nutella,spread,
french-toast-cups-topped-with-nutella,"1 cup fresh berries (strawberries, blueberries and raspberries)",1.0,cups,mixed berries,fruit,
apple-pie-french-toast,"4 apples, peeled and thinly sliced",4.0,,apples,fruit,
apple-pie-french-toast,"1 teaspoon lemon juice, or as needed (optional)",1.0,teaspoons,lemon juice,flavor,liquid
apple-pie-french-toast,1/2 cup butter,0.5,cups,butter,fat,
apple-pie-french-toast,2 1/2 tablespoons all-purpose flour,1.0,tablespoons,flour,other,
apple-pie-french-toast,1/2 cup brown sugar,0.5,cups,brown sugar,sugar,
apple-pie-french-toast,1/2 cup white sugar,0.5,cups,sugar,sugar,
apple-pie-french-toast,1/4 cup water,0.25,cups,water,other,
apple-pie-french-toast,9 eggs,9.0,,eggs,eggs,
apple-pie-french-toast,1/4 cup milk,0.25,cups,milk,milkcream,
apple-pie-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
apple-pie-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
apple-pie-french-toast,1 loaf thick-cut bread,1.0,loaves,bread,bread,
apple-pie-french-toast,1/2 cup frozen butter,0.5,cups,butter,fat,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 cup fat-free (skim) milk,1.0,cups,skim milk,milkcream,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1/2 cup fat-free egg product,0.5,cups,eggs,eggs,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 tablespoon truvia\xae natural sweetener spoonable,1.0,tablespoons,fruit spread,spread,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1/4 teaspoon salt,0.25,teaspoons,salt,flavor,spice
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 teaspoon vanilla,1.0,teaspoons,vanilla,flavor,spice
french-toast-with-mixed-berries-with-truvia-natural-sweetener,1 tablespoon butter,1.0,tablespoons,butter,fat,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,6 slices flourless sprouted 100% whole grain bread,6.0,slices,flourless sprouted bread,bread,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,"1 1/2 cups mixed fresh berries (raspberries, strawberries, blueberries), sliced if large",0.5,large,mixed berries,fruit,
french-toast-with-mixed-berries-with-truvia-natural-sweetener,"6 tablespoons frozen (thawed) sugar-free whipped topping, sugar-free maple-flavored syrup, if desired",6.0,tablespoons,syrup,syrup,
incredibly-sweet-and-aromatic-french-toast,"1 tablespoon butter, or as needed",1.0,tablespoons,butter,fat,
incredibly-sweet-and-aromatic-french-toast,2 cups milk,2.0,cups,milk,milkcream,
incredibly-sweet-and-aromatic-french-toast,3 eggs,3.0,,eggs,eggs,
incredibly-sweet-and-aromatic-french-toast,1/2 cup white sugar,0.5,cups,sugar,sugar,
incredibly-sweet-and-aromatic-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
incredibly-sweet-and-aromatic-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
incredibly-sweet-and-aromatic-french-toast,1/2 teaspoon ground allspice,0.5,teaspoons,allspice,flavor,spice
incredibly-sweet-and-aromatic-french-toast,12 thick slices texas toast,12.0,slices,texas toast,bread,
incredibly-sweet-and-aromatic-french-toast,"2 tablespoons confectioners' sugar, or as needed (optional)",2.0,tablespoons,confectioners sugar,sugar,
hazelnut-french-toast,1 cup beaten eggs,1.0,cups,eggs,eggs,
hazelnut-french-toast,1 cup half-and-half,1.0,cups,half and half,milkcream,
hazelnut-french-toast,2 tablespoons hazelnut liqueur (such as frangelico\xae),2.0,tablespoons,hazelnut liqueur,flavor,liquid
hazelnut-french-toast,"2 tablespoons butter, divided, or more as needed",2.0,tablespoons,butter,fat,
hazelnut-french-toast,12 pieces brioche (about 1 1/2-inch thick),12.0,pieces,brioche,bread,
hazelnut-french-toast,"1 cup toasted hazelnuts, chopped",1.0,cups,hazelnuts,nut,
hazelnut-french-toast,"1/2 cup maple syrup, or to taste",0.5,cups,syrup,syrup,
simple-french-toast-in-a-cup,1 tablespoon butter,1.0,tablespoons,butter,fat,
simple-french-toast-in-a-cup,1/4 cup milk,0.25,cups,milk,milkcream,
simple-french-toast-in-a-cup,"1 egg, beaten",1.0,,eggs,eggs,
simple-french-toast-in-a-cup,1/4 teaspoon ground cinnamon,0.25,teaspoons,cinnamon,flavor,spice
simple-french-toast-in-a-cup,1/4 teaspoon white sugar,0.25,teaspoons,sugar,sugar,
simple-french-toast-in-a-cup,1/4 teaspoon vanilla extract,0.25,teaspoons,vanilla,flavor,spice
simple-french-toast-in-a-cup,"2 slices bread, cut into cubes",2.0,slices,bread,bread,
chef-johns-french-toast,2 eggs,2.0,,eggs,eggs,
chef-johns-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
chef-johns-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
chef-johns-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
chef-johns-french-toast,1/4 teaspoon ground allspice,0.25,teaspoons,allspice,flavor,spice
chef-johns-french-toast,1 pinch salt,1.0,pinches,salt,flavor,spice
chef-johns-french-toast,6 (1 inch thick) slices french bread,6.0,slices,french bread,bread,
chef-johns-french-toast,"1 tablespoon butter, or as needed",1.0,tablespoons,butter,fat,
pineapple-sage-scented-challah-french-toast,"1/2 cup 1% milk, divided",0.5,cups,milk,milkcream,
pineapple-sage-scented-challah-french-toast,1/4 cup fresh pineapple sage leaves,0.25,cups,pineapple sage leaves,flavor,herb
pineapple-sage-scented-challah-french-toast,"1 egg, beaten",1.0,,eggs,eggs,
pineapple-sage-scented-challah-french-toast,2 teaspoons brown sugar,2.0,teaspoons,brown sugar,sugar,
pineapple-sage-scented-challah-french-toast,1 splash vanilla extract,1.0,splash,vanilla,flavor,spice
pineapple-sage-scented-challah-french-toast,2 thick slices raisin challah bread,2.0,slices,raisin bread,bread,
pineapple-sage-scented-challah-french-toast,"1 tablespoon vegetable oil, or as needed",1.0,tablespoons,oil,fat,
baked-coconut-french-toast,cooking spray,,,cooking spray,fat,
baked-coconut-french-toast,"16 (1 inch thick) slices french bread, cut diagonally",16.0,slices,french bread,bread,
baked-coconut-french-toast,1 1/4 cups light coconut milk,0.25,cups,coconut milk,milkcream,
baked-coconut-french-toast,1 1/4 cups egg substitute,0.25,cups,egg substitute,eggs,
baked-coconut-french-toast,1/2 cup white sugar,0.5,cups,sugar,sugar,
baked-coconut-french-toast,1 tablespoon vanilla extract,1.0,tablespoons,vanilla,flavor,spice
baked-coconut-french-toast,1/2 cup sweetened flaked coconut,0.5,cups,flaked coconut,fruit dried,
apple-cinnamon-french-toast,pam\xae no-stick cooking spray,,,cooking spray,fat,
apple-cinnamon-french-toast,"3 medium apples, peeled, cored, and cut into 1/8-inch-thick slices",3.0,slices,apples,fruit,
apple-cinnamon-french-toast,3 tablespoons maple flavored pancake syrup,3.0,tablespoons,syrup,syrup,
apple-cinnamon-french-toast,1/2 cup egg beaters\xae original,0.5,cups,egg whites,eggs,
apple-cinnamon-french-toast,1/4 cup fat free milk,0.25,cups,milk,milkcream,
apple-cinnamon-french-toast,"6 slices cinnamon swirl bread, confectioners' sugar (optional)",6.0,slices,cinnamon bread,bread,
pbj-french-toast,6 tablespoons peanut butter,6.0,tablespoons,peanut butter,spread,
pbj-french-toast,6 tablespoons mixed berry jam,6.0,tablespoons,jam,jam,
pbj-french-toast,12 slices challah bread,12.0,slices,challah,bread,
pbj-french-toast,1 cup milk,1.0,cups,milk,milkcream,
pbj-french-toast,4 eggs,4.0,,eggs,eggs,
pbj-french-toast,1/4 cup white sugar,0.25,cups,sugar,sugar,
pbj-french-toast,2 tablespoons raspberry-flavored liqueur,2.0,tablespoons,raspberry liqueur,flavor,liquid
pbj-french-toast,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
pbj-french-toast,"1 tablespoon vegetable oil, or as needed",1.0,tablespoons,oil,fat,
amazing-slow-cooker-french-toast,"1 apple, cut into bite-size pieces",1.0,pieces,,,
amazing-slow-cooker-french-toast,1/3 cup brown sugar,0.33,cups,brown sugar,sugar,
amazing-slow-cooker-french-toast,"6 tablespoons butter, thinly sliced",6.0,tablespoons,butter,fat,
amazing-slow-cooker-french-toast,6 eggs,6.0,,eggs,eggs,
amazing-slow-cooker-french-toast,1 cup milk,1.0,cups,milk,milkcream,
amazing-slow-cooker-french-toast,"1 teaspoon vanilla extract, or to taste",1.0,teaspoons,vanilla,flavor,spice
amazing-slow-cooker-french-toast,"1 teaspoon ground allspice, or to taste",1.0,teaspoons,allspice,flavor,spice
amazing-slow-cooker-french-toast,1/2 cup raisins (optional),0.5,cups,raisins,fruit dried,
amazing-slow-cooker-french-toast,"1 (16 ounce) loaf cinnamon-raisin bread, torn into chunks",16.0,ounces,cinnamon raisin bread,bread,
nutella-stuffed-french-toast,"2 tablespoons chocolate-hazelnut spread (such as nutella\xae), or more to taste",2.0,tablespoons,nutella,spread,
nutella-stuffed-french-toast,4 slices cinnamon bread (such as pepperidge farm\xae),4.0,slices,cinnamon bread,bread,
nutella-stuffed-french-toast,1/4 cup milk,0.25,cups,milk,milkcream,
nutella-stuffed-french-toast,"1 large egg, beaten",1.0,large,eggs,eggs,
nutella-stuffed-french-toast,"1/4 teaspoon vanilla extract, cooking spray",0.25,teaspoons,cooking spray,fat,
banana-and-nutella-french-toast,1/4 cup chocolate-hazelnut spread (such as nutella\xae),0.25,cups,nutella,spread,
banana-and-nutella-french-toast,4 slices bread,4.0,slices,bread,bread,
banana-and-nutella-french-toast,"1 banana, sliced",1.0,,bananas,fruit,
banana-and-nutella-french-toast,1/4 cup chocolate milk,0.25,cups,chocolate milk,milkcream,
banana-and-nutella-french-toast,"2 eggs, beaten",2.0,,eggs,eggs,
banana-and-nutella-french-toast,1 tablespoon vanilla extract,1.0,tablespoons,vanilla,flavor,spice
banana-and-nutella-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
banana-and-nutella-french-toast,2 tablespoons butter,2.0,tablespoons,butter,fat,
vanilla-almond-spiced-french-toast,2 cups whole milk,2.0,cups,milk,milkcream,
vanilla-almond-spiced-french-toast,2 tablespoons brown sugar,2.0,tablespoons,brown sugar,sugar,
vanilla-almond-spiced-french-toast,4 large eggs,4.0,large,eggs,eggs,
vanilla-almond-spiced-french-toast,1 teaspoon double-strength imitation vanilla extract (such as goodman's route 66),1.0,teaspoons,vanilla,flavor,spice
vanilla-almond-spiced-french-toast,1/2 teaspoon almond extract (such as watkins\xae pure almond extract),0.5,teaspoons,almonds,nut,
vanilla-almond-spiced-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
vanilla-almond-spiced-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
vanilla-almond-spiced-french-toast,1/8 teaspoon ground allspice,0.13,teaspoons,allspice,flavor,spice
vanilla-almond-spiced-french-toast,8 thick slices slightly stale texas toast,8.0,slices,texas toast,bread,
strawberry-french-toast,1/2 cup sliced almonds (optional),0.5,cups,almonds,nut,
strawberry-french-toast,"1 (10 ounce) package frozen strawberries - thawed, drained, and juice reserved, water as needed",10.0,ounces,strawberries,fruit,
strawberry-french-toast,1/2 cup white sugar,0.5,cups,sugar,sugar,
strawberry-french-toast,2 tablespoons cornstarch,2.0,tablespoons,cornstarch,other,
strawberry-french-toast,"1 (8 ounce) package cream cheese, softened",8.0,ounces,cream cheese,dairy,cheese
strawberry-french-toast,2 tablespoons white sugar,2.0,tablespoons,sugar,sugar,
strawberry-french-toast,1 teaspoon vanilla extract,1.0,teaspoons,vanilla,flavor,spice
strawberry-french-toast,1 cup milk,1.0,cups,milk,milkcream,
strawberry-french-toast,"3 eggs, beaten",3.0,,eggs,eggs,
strawberry-french-toast,1 1/2 teaspoons white sugar,0.5,teaspoons,sugar,sugar,
strawberry-french-toast,1/2 teaspoon ground cinnamon,0.5,teaspoons,cinnamon,flavor,spice
strawberry-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
strawberry-french-toast,1 loaf italian bread,1.0,loaves,italian bread,bread,
strawberry-french-toast,"1 tablespoon butter, or as needed",1.0,tablespoons,butter,fat,
valentines-day-french-toast,8 eggs,8.0,,eggs,eggs,
valentines-day-french-toast,"1 tablespoon milk, or to taste",1.0,tablespoons,milk,milkcream,
valentines-day-french-toast,"3 dashes ground nutmeg, or to taste",3.0,dashes,nutmeg,flavor,spice
valentines-day-french-toast,"2 dashes ground cinnamon, or to taste",2.0,dashes,cinnamon,flavor,spice
valentines-day-french-toast,4 slices bread,4.0,slices,bread,bread,
valentines-day-french-toast,"1 teaspoon butter, or to taste",1.0,teaspoons,butter,fat,
valentines-day-french-toast,"1 banana, or more to taste, sliced",1.0,,bananas,fruit,
valentines-day-french-toast,"6 strawberries, or more to taste, sliced",6.0,,strawberries,fruit,
valentines-day-french-toast,"2 tablespoons maple syrup, or to taste, warmed",2.0,tablespoons,syrup,syrup,
valentines-day-french-toast,"1/2 teaspoon confectioners' sugar, or to taste",0.5,teaspoons,confectioners sugar,sugar,
easy-baked-banana-french-toast,8 eggs,8.0,,eggs,eggs,
easy-baked-banana-french-toast,1 3/4 cups milk,0.75,cups,milk,milkcream,
easy-baked-banana-french-toast,1/3 cup brown sugar,0.33,cups,brown sugar,sugar,
easy-baked-banana-french-toast,"1/4 cup butter, melted",0.25,cups,butter,fat,
easy-baked-banana-french-toast,1 tablespoon vanilla extract,1.0,tablespoons,vanilla,flavor,spice
easy-baked-banana-french-toast,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
easy-baked-banana-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
easy-baked-banana-french-toast,"12 slices wheat bread, cubed",12.0,slices,whole bread,bread,
easy-baked-banana-french-toast,"2 bananas, sliced",2.0,,bananas,fruit,
overnight-gingerbread-french-toast,1/4 cup butter,0.25,cups,butter,fat,
overnight-gingerbread-french-toast,"1 loaf french bread, cut into 3/4-inch slices",0.75,slices,french bread,bread,
overnight-gingerbread-french-toast,"1/2 cup milk, or as needed",0.5,cups,milk,milkcream,
overnight-gingerbread-french-toast,3 eggs,3.0,,eggs,eggs,
overnight-gingerbread-french-toast,1/4 cup maple syrup,0.25,cups,syrup,syrup,
overnight-gingerbread-french-toast,1/4 cup molasses,0.25,cups,molasses,syrup,
overnight-gingerbread-french-toast,1 teaspoon ground cinnamon,1.0,teaspoons,cinnamon,flavor,spice
overnight-gingerbread-french-toast,1 teaspoon ground allspice,1.0,teaspoons,allspice,flavor,spice
overnight-gingerbread-french-toast,1 teaspoon ground ginger,1.0,teaspoons,ginger,flavor,bulb
overnight-gingerbread-french-toast,1/2 teaspoon ground nutmeg,0.5,teaspoons,nutmeg,flavor,spice
overnight-gingerbread-french-toast,1/2 teaspoon ground cloves,0.5,teaspoons,cloves,flavor,spice
overnight-gingerbread-french-toast,"1 pinch salt, or to taste",1.0,pinches,salt,flavor,spice
overnight-gingerbread-french-toast,"2 tablespoons confectioners' sugar for dusting, or to taste",2.0,tablespoons,confectioners sugar,sugar,
gingerbread-french-toast,1/2 cup milk,0.5,cups,milk,milkcream,
gingerbread-french-toast,2 eggs,2.0,,eggs,eggs,
gingerbread-french-toast,1 tablespoon white sugar,1.0,tablespoons,sugar,sugar,
gingerbread-french-toast,2 teaspoons rum extract,2.0,teaspoons,rum extract,flavor,spice
gingerbread-french-toast,1 teaspoon salt,1.0,teaspoons,salt,flavor,spice
gingerbread-french-toast,1/4 teaspoon ground cinnamon,0.25,teaspoons,cinnamon,flavor,spice
gingerbread-french-toast,1/4 teaspoon ground nutmeg,0.25,teaspoons,nutmeg,flavor,spice
gingerbread-french-toast,1/4 teaspoon ground cloves,0.25,teaspoons,cloves,flavor,spice
gingerbread-french-toast,1/8 teaspoon ground ginger,0.13,teaspoons,ginger,flavor,bulb
gingerbread-french-toast,4 slices white bread,4.0,slices,white bread,bread,
gingerbread-french-toast,"1 tablespoon butter, or as needed",1.0,tablespoons,butter,fat,
savory-parmesan-french-toast,4 eggs,4.0,,eggs,eggs,
savory-parmesan-french-toast,1/3 cup grated parmesan cheese,0.33,cups,parmesan cheese,dairy,cheese
savory-parmesan-french-toast,"1/4 cup milk, ground black pepper to taste",0.25,cups,milk,milkcream,
savory-parmesan-french-toast,"1 tablespoon butter, plus more as needed",1.0,tablespoons,butter,fat,
savory-parmesan-french-toast,4 slices whole wheat bread,4.0,slices,whole bread,bread,
bananas-foster-french-toast,butter-flavored cooking spray (such as pam\xae),,,cooking spray,fat,
bananas-foster-french-toast,1/2 (12 count) package hawaiian bread rolls (such as king's\xae),6.0,count,hawaiian bread rolls,bread,
bananas-foster-french-toast,3 eggs,3.0,,eggs,eggs,
bananas-foster-french-toast,3/4 cup milk,0.75,cups,milk,milkcream,
bananas-foster-french-toast,1 1/2 tablespoons vanilla extract,0.5,tablespoons,vanilla,flavor,spice
bananas-foster-french-toast,1 tablespoon ground cinnamon,1.0,tablespoons,cinnamon,flavor,spice
bananas-foster-french-toast,"2 bananas, sliced 1/8-inch thick",2.0,,bananas,fruit,
bananas-foster-french-toast,1/2 cup brown sugar,0.5,cups,brown sugar,sugar,
bananas-foster-french-toast,1/4 cup chopped pecans,0.25,cups,pecans,nut,
bananas-foster-french-toast,"1/4 cup butter, cut into 1/4-inch cubes",0.25,cups,butter,fat,
easy-french-toast-waffles,cooking spray,,,cooking spray,fat,
easy-french-toast-waffles,1/2 cup whole milk,0.5,cups,milk,milkcream,
easy-french-toast-waffles,2 large eggs,2.0,large,eggs,eggs,
easy-french-toast-waffles,1 tablespoon maple syrup,1.0,tablespoons,syrup,syrup,
easy-french-toast-waffles,1/2 teaspoon vanilla extract,0.5,teaspoons,vanilla,flavor,spice
easy-french-toast-waffles,1 pinch salt,1.0,pinches,salt,flavor,spice
easy-french-toast-waffles,4 pieces 1/2-inch thick pieces brioche,2.0,inch,brioche,bread,
fruity-french-toast-sandwiches,2 tablespoons cream cheese,2.0,tablespoons,cream cheese,dairy,cheese
fruity-french-toast-sandwiches,2 tablespoons jam (any flavor),2.0,tablespoons,jam,jam,
fruity-french-toast-sandwiches,1 1/2 cups milk,0.5,cups,milk,milkcream,
fruity-french-toast-sandwiches,1 large egg,1.0,large,eggs,eggs,
fruity-french-toast-sandwiches,1/8 teaspoon vanilla extract,0.13,teaspoons,vanilla,flavor,spice
fruity-french-toast-sandwiches,1 dash ground cinnamon,1.0,dashes,cinnamon,flavor,spice
fruity-french-toast-sandwiches,2 slices bread,2.0,slices,bread,bread,
bacon-crusted-fruit-stuffed-french-toast,"4 slices bacon, filling:",4.0,slices,bacon,meat,
bacon-crusted-fruit-stuffed-french-toast,"1/2 (8 ounce) package cream cheese, softened",4.0,ounces,cream cheese,dairy,cheese
bacon-crusted-fruit-stuffed-french-toast,"2 tablespoons butter, at room temperature",2.0,tablespoons,butter,fat,
